,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
10,,,,,华夏睿磐泰茂混合C,004721,混合型,2017-12-06,至今,2年又310天,14.71%,49.40%,2002|2225
11,,,,,华夏睿磐泰兴混合,004202,混合型,2017-07-14,至今,3年又90天,22.13%,56.69%,1812|2168
12,,,,,华夏睿磐泰盛定开混合,003697,混合型,2017-03-15,至今,3年又211天,14.56%,61.21%,1795|1919
13,,,,,华夏鼎融债券A,003301,债券型,2016-12-29,至今,3年又287天,19.03%,17.56%,295|925
14,,,,,华夏鼎融债券C,003302,债券型,2016-12-29,至今,3年又287天,17.23%,17.56%,374|925
15,,,,,华夏上证50ETF,510050,ETF-场内,2016-11-18,至今,3年又328天,52.52%,52.42%,257|615
16,,,,,华夏网购精选混合A,002837,混合型,2016-11-02,至今,3年又344天,15.40%,62.61%,1526|1656
17,,,,,MSCI中国A股国际通联接A,000975,联接基金,2015-02-12,2017-11-10,2年又272天,14.70%,28.90%,240|318
18,,,,,华夏MSCIA股国际通ETF,512990,ETF-场内,2015-02-12,2017-11-10,2年又272天,20.99%,28.90%,191|318
19,,,,,华夏沪港通恒生ETF联接A,000948,QDII-指数,2015-01-13,2017-11-10,2年又302天,25.50%,21.52%,49|105
20,,,,,华夏沪港通恒生ETF,513660,QDII-ETF,2014-12-23,2017-11-10,2年又323天,33.20%,22.16%,33|106
21,,,,,华夏能源ETF,510610,ETF-场内,2013-03-28,2016-03-29,3年又2天,-23.37%,38.77%,208|214
22,,,,,华夏医药ETF,510660,ETF-场内,2013-03-28,至今,7年又199天,202.60%,129.79%,23|194
23,,,,,华夏沪深300ETF,510330,ETF-场内,2012-12-25,至今,7年又292天,125.75%,136.94%,88|182
24,,,,,华夏恒生ETF联接A,000071,QDII-指数,2012-08-21,2017-11-10,5年又82天,52.12%,34.36%,23|62
25,,,,,华夏恒生ETF联接现汇,000075,QDII-指数,2012-08-21,2017-11-10,5年又82天,45.25%,34.36%,26|62
26,,,,,华夏恒生ETF联接现钞,000076,QDII-指数,2012-08-21,2017-11-10,5年又82天,,34.54%,25|63
27,,,,,华夏恒生ETF(QDII),159920,QDII-ETF,2012-08-09,2017-11-10,5年又94天,56.84%,34.96%,19|58
28,,,,,华夏沪深300ETF联接A,000051,联接基金,2009-07-10,至今,11年又96天,57.91%,93.95%,22|31
29,赵宗庭,2017-04-17,无,"赵宗庭先生:对外经济贸易大学经济学硕士。曾任华夏基金管理有限公司研究发展部产品经理、数量投资部研究员,嘉实基金管理有限公司指数投资部基金经理助理,嘉实国际资产管理有限公司基金经理。2016年11月加入华夏基金管理有限公司,现任数量投资部高级副总裁,华夏沪深300交易型开放式指数证券投资基金联接基金基金经理(2017年4月17日起任职)、华夏沪深300交易型开放式指数证券投资基金基金经理(2017年4月17日起任职)、华夏野村日经225交易型开放式指数证券投资基金(QDII)基金经理(2019年6月12日起任职)、华夏国证半导体芯片交易型开放式指数证券投资基金基金经理(2020年1月20日起任职)、上证主要消费交易型开放式指数发起式证券投资基金基金经理(2020年2月12日起任职)。华夏国证半导体芯片交易型开放式指数证券投资基金发起式联接基金基金经理(2020年06月02日起任职)。",华夏纳斯达克100ETF(QDII),513300,QDII-ETF,2020-09-30,至今,11天,,,-|-
30,,,,,华夏国证半导体芯片ETF联接A,008887,联接基金,2020-06-02,至今,131天,5.98%,21.10%,1462|1537
31,,,,,华夏国证半导体芯片ETF联接C,008888,联接基金,2020-06-02,至今,131天,5.87%,21.10%,1463|1537
32,,,,,华夏消费ETF,510630,ETF-场内,2020-02-12,至今,242天,66.29%,24.43%,3|1382
33,,,,,华夏国证半导体芯片ETF,159995,ETF-场内,2020-01-20,至今,265天,17.73%,22.65%,844|1370
34,,,,,华夏野村日经225ETF,513520,QDII-ETF,2019-06-12,至今,1年又122天,10.38%,-1.53%,4|31
35,,,,,华夏沪深300ETF联接C,005658,联接基金,2018-02-02,至今,2年又252天,13.92%,37.98%,631|829
36,,,,,华夏沪深300ETF联接A,000051,联接基金,2017-04-17,至今,3年又178天,41.62%,51.93%,364|664
37,,,,,华夏沪深300ETF,510330,ETF-场内,2017-04-17,至今,3年又178天,43.71%,51.93%,350|664
