,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
49,,,,,景顺长城泰恒回报混合C,005326,混合型,2018-01-25,2019-01-24,364天,-15.45%,-14.68%,1065|2359
50,,,,,景顺长城景瑞睿利回报混合,005007,混合型,2017-09-27,至今,3年又15天,12.73%,51.45%,1995|2163
51,,,,,景顺长城公司治理混合,260111,混合型,2017-04-01,2019-11-01,2年又214天,31.16%,15.64%,303|1953
52,,,,,景顺长城泰安回报混合A,003603,混合型,2016-12-09,至今,3年又307天,32.27%,61.77%,1333|1837
53,,,,,景顺长城泰安回报混合C,003604,混合型,2016-12-09,至今,3年又307天,31.27%,61.77%,1365|1837
54,,,,,景顺长城中国回报灵活配置混合,000772,混合型,2016-02-04,2017-02-24,1年又21天,2.15%,8.17%,1064|1393
55,,,,,景顺长城泰和回报混合C,001507,混合型,2015-11-19,2020-05-14,4年又178天,22.23%,27.20%,646|1185
56,,,,,景顺长城安享回报混合A,001422,混合型,2015-09-30,至今,5年又13天,41.62%,84.11%,853|1140
57,,,,,景顺长城安享回报混合C,001423,混合型,2015-09-30,至今,5年又13天,40.26%,84.11%,869|1140
58,,,,,景顺长城泰和回报混合A,001506,混合型,2015-09-30,2020-05-14,4年又228天,25.17%,47.88%,805|1134
59,,,,,景顺长城稳健回报混合A,001194,混合型,2015-07-04,至今,5年又101天,33.17%,71.85%,788|1011
60,,,,,景顺长城领先回报混合A,001362,混合型,2015-07-04,至今,5年又101天,53.49%,71.85%,566|1011
61,,,,,景顺长城领先回报混合C,001379,混合型,2015-07-04,至今,5年又101天,73.23%,71.85%,420|1011
62,,,,,景顺长城稳健回报混合C,001407,混合型,2015-07-04,至今,5年又101天,30.22%,71.85%,819|1011
