,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
21,,,,,融通通泽灵活配置混合,000278,混合型,2015-02-25,2017-11-20,2年又269天,12.21%,33.40%,609|774
22,,,,,融通领先成长混合(LOF)A,161610,混合型,2012-08-10,2014-12-24,2年又136天,3.60%,38.61%,502|516
23,王超,2016-05-13,无,"王超先生:金融工程硕士,经济学、数学双学士,具有基金从业资格,现任融通基金管理有限公司固定收益部总监。历任深圳发展银行(现更名为平安银行)债券自营交易盘投资与理财投资管理经理、融通增鑫债券型证券投资基金经理。2012年8月加入融通基金管理有限公司,现任融通债券、融通四季添利债券(LOF)、融通岁岁添利定期开放债券、融通增鑫债券、融通增益债券、融通通泰保本混合、融通汇财宝货币、融通易支付货币、融通通宸债券基金的基金经理。曾任融通通宸债券型证券投资基金基金经理。",融通四季添利债券(LOF)C,000673,债券型,2020-05-13,至今,151天,-0.65%,0.45%,1213|2215
24,,,,,融通超短债债券A,007006,债券型,2019-03-19,2020-03-20,1年又2天,2.13%,5.18%,1442|1587
25,,,,,融通超短债债券C,007007,债券型,2019-03-19,2020-03-20,1年又2天,1.60%,5.18%,1469|1587
26,,,,,融通通优债券,003146,债券型,2018-12-26,至今,1年又290天,4.27%,11.36%,1290|1414
27,,,,,融通通宸债券,003728,债券型,2018-11-21,2019-12-28,1年又37天,9.49%,7.08%,220|1373
28,,,,,融通易支付货币A,161608,货币型,2018-07-12,至今,2年又92天,5.45%,5.58%,398|635
29,,,,,融通易支付货币B,161615,货币型,2018-07-12,至今,2年又92天,6.01%,5.58%,153|635
30,,,,,融通易支付货币E,511910,货币型,2018-07-12,至今,2年又92天,5.14%,5.58%,510|635
31,,,,,融通汇财宝货币E,004399,货币型,2018-07-05,至今,2年又99天,6.31%,5.65%,74|635
32,,,,,融通汇财宝货币A,161622,货币型,2018-07-05,至今,2年又99天,5.90%,5.65%,242|635
33,,,,,融通汇财宝货币B,161623,货币型,2018-07-05,至今,2年又99天,6.43%,5.65%,46|635
34,,,,,融通现金宝货币B,004398,货币型,2017-02-24,2018-11-07,1年又256天,7.23%,6.58%,45|542
35,,,,,融通稳利债券A,002798,债券型,2016-11-18,2018-10-17,1年又333天,2.10%,2.05%,545|876
36,,,,,融通稳利债券C,002827,债券型,2016-11-18,2018-10-17,1年又333天,1.60%,2.05%,580|876
37,,,,,融通现金宝货币A,002788,货币型,2016-11-10,2018-11-07,1年又362天,7.71%,7.48%,178|473
38,,,,,融通增丰债券,002922,债券型,2016-08-02,2018-03-01,1年又211天,5.39%,1.84%,81|726
39,,,,,融通增强收益债券A,000142,债券型,2016-05-13,至今,4年又152天,18.05%,18.56%,298|638
40,,,,,融通增强收益债券C,001124,债券型,2016-05-13,至今,4年又152天,13.17%,18.56%,490|638
41,,,,,融通增裕债券,002607,债券型,2016-05-13,2018-07-25,2年又73天,4.00%,4.73%,429|670
42,,,,,融通增益债券A/B,002342,债券型,2016-05-11,至今,4年又154天,23.00%,18.73%,149|611
43,,,,,融通增益债券C,002344,债券型,2016-05-11,至今,4年又154天,16.90%,18.73%,332|611
44,,,,,融通增鑫债券,002635,债券型,2016-05-05,2019-12-30,3年又239天,12.09%,13.14%,372|611
45,,,,,融通通源短融债券B,001941,债券型,2015-11-16,2016-11-17,1年又2天,3.17%,3.13%,399|600
46,,,,,融通通瑞债券A/B,000466,债券型,2015-06-23,2016-11-17,1年又148天,0.77%,3.30%,451|576
47,,,,,融通通瑞债券C,000859,债券型,2015-06-23,2016-11-17,1年又148天,-0.97%,3.30%,476|576
48,,,,,融通四季添利债券(LOF)A,161614,债券型,2015-03-14,至今,5年又213天,30.67%,26.28%,169|497
49,,,,,融通岁岁添利定开债A,161618,定开债券,2015-03-14,至今,5年又213天,35.22%,29.54%,18|64
50,,,,,融通岁岁添利定开债B,161619,定开债券,2015-03-14,至今,5年又213天,32.73%,29.54%,23|64
51,,,,,融通通源短融债券A,000394,债券型,2014-11-07,2016-11-17,2年又11天,6.89%,19.14%,495|540
52,,,,,融通四季添利债券(LOF)A,161614,债券型,2014-10-10,2015-03-13,154天,2.92%,12.18%,494|550
53,,,,,融通岁岁添利定开债A,161618,定开债券,2014-10-10,2015-03-13,154天,4.72%,6.18%,81|143
54,,,,,融通岁岁添利定开债B,161619,定开债券,2014-10-10,2015-03-13,154天,4.53%,6.18%,85|143
55,,,,,融通汇财宝货币A,161622,货币型,2014-01-02,2015-06-23,1年又172天,4.98%,6.65%,156|162
56,,,,,融通汇财宝货币B,161623,货币型,2014-01-02,2015-06-23,1年又172天,4.15%,6.65%,158|162
57,,,,,融通债券A/B,161603,债券型,2013-12-27,至今,6年又290天,48.53%,59.32%,264|430
58,,,,,融通可转债债券A,161624,债券型,2013-12-27,2018-05-18,4年又143天,-1.48%,37.49%,447|455
59,,,,,融通可转债债券C,161625,债券型,2013-12-27,2018-05-18,4年又143天,-2.46%,37.49%,448|455
60,,,,,融通债券C,161693,债券型,2013-12-27,至今,6年又290天,44.80%,59.32%,304|430
