,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
14,,,,,华夏永康添福混合,005128,混合型,2018-02-01,2019-07-18,1年又167天,-0.18%,-2.09%,1057|2341
15,,,,,华夏聚利债券,000014,债券型,2017-12-19,至今,2年又297天,31.21%,15.31%,53|1131
16,,,,,华夏希望债券A,001011,债券型,2017-09-08,至今,3年又34天,11.08%,15.13%,870|1137
17,,,,,华夏希望债券C,001013,债券型,2017-09-08,至今,3年又34天,10.03%,15.13%,938|1137
18,,,,,华夏新起航混合A,002699,混合型,2017-09-08,2018-07-31,326天,6.95%,-2.24%,209|2393
19,,,,,华夏新起航混合C,002700,混合型,2017-09-08,2018-07-31,326天,6.69%,-2.24%,222|2393
20,,,,,华夏新锦绣混合A,002833,混合型,2017-09-08,2018-12-17,1年又100天,-18.30%,-9.94%,1620|2263
21,,,,,华夏新锦绣混合C,002834,混合型,2017-09-08,2018-12-17,1年又100天,5.96%,6.16%,1033|2494
22,,,,,华夏新锦泰混合A,002835,混合型,2017-09-08,2018-05-28,262天,4.49%,1.78%,682|2535
23,,,,,华夏新锦泰混合C,002836,混合型,2017-09-08,2018-05-28,262天,4.43%,1.78%,690|2535
24,,,,,华夏新锦程混合A,002838,混合型,2017-09-08,2019-12-17,2年又100天,12.00%,14.94%,1225|2209
25,,,,,华夏新锦程混合C,002839,混合型,2017-09-08,2019-12-17,2年又100天,-18.64%,,-|-
26,,,,,华夏新锦鸿混合A,003820,混合型,2017-09-08,2018-07-24,319天,5.43%,-1.51%,362|2407
27,,,,,华夏新锦鸿混合C,003821,混合型,2017-09-08,2018-07-24,319天,5.29%,-1.51%,380|2407
28,,,,,华夏债券A/B,001001,债券型,2017-01-18,至今,3年又267天,25.21%,17.35%,112|887
29,,,,,华夏债券C,001003,债券型,2017-01-18,至今,3年又267天,23.78%,17.35%,141|887
30,,,,,华夏可转债增强债券A,001045,债券型,2016-11-18,至今,3年又328天,35.36%,15.49%,23|848
31,,,,,华夏可转债增强债券I,001046,债券型,2016-11-18,至今,3年又328天,,,-|-
32,,,,,华夏鼎利债券发起式A,002459,债券型,2016-11-18,至今,3年又328天,54.92%,15.49%,5|848
33,,,,,华夏鼎利债券发起式C,002460,债券型,2016-11-18,至今,3年又328天,54.26%,15.49%,6|848
34,,,,,华夏永福混合A,000121,混合型,2016-09-05,至今,4年又37天,46.65%,64.43%,882|1574
35,,,,,华夏永福混合C,002166,混合型,2016-09-05,至今,4年又37天,31.23%,50.44%,1786|2776
