,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
11,,,,,添富添福吉祥混合,004774,混合型,2017-07-24,2019-08-28,2年又35天,13.01%,9.92%,751|2091
12,,,,,汇添富美元债债券人民币A,004419,QDII,2017-04-20,至今,3年又175天,11.26%,27.12%,95|178
13,,,,,汇添富美元债债券人民币C,004420,QDII,2017-04-20,至今,3年又175天,10.32%,27.12%,99|178
14,,,,,汇添富美元债债券美元现汇A,004421,QDII,2017-04-20,至今,3年又175天,12.16%,27.12%,94|178
15,,,,,汇添富美元债债券美元现汇C,004422,QDII,2017-04-20,至今,3年又175天,10.67%,27.12%,98|178
16,,,,,汇添富盈鑫混合,002420,混合型,2016-03-11,2019-08-28,3年又170天,21.10%,26.16%,706|1378
17,,,,,汇添富6月红添利定开债A,470088,定开债券,2014-01-21,2019-08-28,5年又220天,42.19%,46.99%,24|40
18,,,,,汇添富6月红添利定开债C,470089,定开债券,2014-01-21,2019-08-28,5年又220天,39.37%,46.99%,27|40
19,,,,,汇添富安心中国债券A,000395,债券型,2013-11-22,至今,6年又325天,28.40%,57.41%,393|419
20,,,,,汇添富安心中国债券C,000396,债券型,2013-11-22,至今,6年又325天,29.20%,57.41%,388|419
21,,,,,金元顺安丰利债券,620003,债券型,2009-03-23,2010-12-30,1年又282天,3.70%,11.45%,85|90
22,,,,,金元顺安成长动力混合,620002,混合型,2008-09-03,2009-03-12,190天,11.94%,3.18%,21|247
23,,,,,金元顺安宝石动力混合,620001,混合型,2007-08-15,2010-12-30,3年又138天,7.14%,-6.42%,36|202
24,,,,,国泰金鹿保本,020008,保本型,2006-04-28,2006-11-11,197天,3.20%,7.44%,3|3
25,,,,,国泰金象保本,020006,保本型,2005-10-27,2006-11-11,1年又15天,19.22%,16.18%,1|2
26,,,,,国泰金龙债券A,020002,债券型,2004-10-28,2006-11-11,2年又14天,14.20%,22.86%,8|12
27,茹奕菡,2018-12-24,无,"茹奕菡女士:国籍中国,中央财经大学学士,相关业务资格:证券投资基金从业资格,特许金融分析师(CFA)。2011年7月至2012年6月任中国银行股份有限公司交易员,2012年6月至2016年1月任中国银行股份有限公司投资经理,2016年2月至2017年4月任泰达宏利基金管理有限公司投资经理,2017年5月17日至2017年8月8日任泰达宏利港股通股票基金的基金经理,2018年5月25日至今任添富熙和混合、汇添富双利债券、汇添富双利增强债券、汇添富多元收益债券、添富年年泰定开混合、添富年年丰定开混合、添富年年益定开混合、汇添富安鑫智选混合、汇添富6月红定期开放债券的基金经理助理。",汇添富安心中国债券A,000395,债券型,2018-12-24,至今,1年又292天,5.59%,11.36%,1055|1399
28,,,,,汇添富安心中国债券C,000396,债券型,2018-12-24,至今,1年又292天,4.96%,11.36%,1198|1399
29,,,,,泰达宏利港股通股票A,004482,股票型,2017-05-17,2017-08-08,83天,10.24%,6.73%,227|750
30,,,,,泰达宏利港股通股票C,004483,股票型,2017-05-17,2017-08-08,83天,9.80%,6.73%,249|750
