,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
10,,,,,国泰量化价值精选混合C,005116,混合型,2018-05-14,2019-07-31,1年又78天,6.44%,2.27%,750|2519
11,,,,,国泰量化成长优选混合A,005095,混合型,2018-05-09,至今,2年又156天,21.95%,47.83%,1919|2490
12,,,,,国泰量化成长优选混合C,005096,混合型,2018-05-09,至今,2年又156天,19.20%,47.83%,2060|2490
13,,,,,国泰沪深300指数C,005867,股票指数,2018-04-16,至今,2年又179天,32.56%,43.37%,512|860
14,,,,,国泰中证500指数增强A,003760,股票指数,2017-08-09,2019-11-22,2年又105天,2.86%,5.78%,422|766
15,,,,,国泰中证500指数增强C,003761,股票指数,2017-08-09,2019-11-22,2年又105天,1.52%,5.78%,443|766
16,,,,,国泰量化收益灵活配置混合,001789,混合型,2017-05-19,2018-07-31,1年又73天,7.08%,3.93%,725|2248
17,,,,,国泰黄金ETF联接C,004253,联接基金,2017-05-02,至今,3年又163天,39.98%,61.53%,1207|1971
18,,,,,国泰中证申万证券行业指数,501016,股票指数,2017-04-27,至今,3年又168天,30.35%,53.85%,478|679
19,,,,,国泰国证航天军工指数,501019,股票指数,2017-03-29,至今,3年又197天,17.63%,51.46%,524|662
20,,,,,国泰量化策略收益混合,000199,混合型,2017-03-06,2019-03-14,2年又8天,-15.95%,5.46%,1763|1908
21,,,,,国泰策略价值灵活配置混合,020022,混合型,2017-03-06,至今,3年又220天,52.80%,61.75%,902|1898
22,,,,,国泰中证军工ETF,512660,ETF-场内,2016-07-26,至今,4年又78天,10.46%,55.68%,484|571
23,,,,,国泰中证全指证券公司ETF,512880,ETF-场内,2016-07-26,至今,4年又78天,22.71%,55.68%,430|571
24,,,,,国泰黄金ETF联接A,000218,联接基金,2016-04-13,至今,4年又182天,50.65%,69.96%,785|1378
25,,,,,国泰沪深300指数A,020011,股票指数,2015-04-10,至今,5年又186天,25.65%,34.03%,168|344
26,,,,,国泰深证TMT50指数分级A,150215,固定收益,2015-03-26,至今,5年又201天,28.47%,6.89%,41|72
27,,,,,国泰深证TMT50指数分级B,150216,分级杠杆,2015-03-26,至今,5年又201天,-46.74%,6.89%,52|72
28,,,,,国泰深证TMT50指数分级,160224,股票指数,2015-03-26,至今,5年又201天,5.07%,45.85%,257|316
29,,,,,国泰上证180金融ETF联接,020021,联接基金,2014-01-13,至今,6年又273天,114.96%,142.96%,138|219
30,,,,,国泰上证180金融ETF,510230,ETF-场内,2014-01-13,至今,6年又273天,127.36%,142.96%,121|219
31,,,,,国泰黄金ETF,518800,ETF-场内,2014-01-13,至今,6年又273天,60.78%,183.62%,579|626
