,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
14,,,,,华安安康灵活配置混合C,002364,混合型,2016-02-01,2017-07-31,1年又181天,1.50%,16.13%,1236|1373
15,,,,,华安乐惠保本混合A,002238,保本型,2015-12-30,2018-01-03,2年又5天,4.79%,4.95%,2|3
16,,,,,华安乐惠保本混合C,002239,保本型,2015-12-30,2018-01-03,2年又5天,4.16%,4.95%,3|3
17,,,,,华安年年红债券C,001994,定开债券,2015-12-15,2019-12-10,3年又361天,17.28%,16.38%,34|80
18,,,,,华安新优选灵活配置混合C,002144,混合型,2015-11-18,2019-12-10,4年又23天,10.13%,14.29%,652|1170
19,,,,,华安安益灵活配置混合,001905,混合型,2015-11-16,至今,4年又331天,12.45%,57.01%,1017|1152
20,,,,,华安添颐混合,001485,混合型,2015-06-16,2019-12-10,4年又178天,18.40%,-4.71%,229|960
21,,,,,华安新优选灵活配置混合A,001312,混合型,2015-05-29,2019-12-10,4年又196天,-8.10%,-3.21%,526|960
22,,,,,华安新机遇灵活配置,001282,混合型,2015-05-27,2019-12-10,4年又198天,19.82%,-6.77%,187|898
23,,,,,华安新动力灵活配置混合,001139,混合型,2015-03-24,至今,5年又203天,26.10%,75.87%,666|794
24,,,,,华安年年红债券A,000227,定开债券,2014-08-30,2019-12-10,5年又103天,38.12%,34.14%,36|114
25,,,,,华安7日鑫短期理财债券A,040042,理财型,2014-08-30,2015-01-29,152天,1.14%,1.83%,45|45
26,,,,,华安7日鑫短期理财债券B,040043,理财型,2014-08-30,2015-01-29,152天,1.26%,1.83%,44|45
27,,,,,华安稳健回报混合,000072,混合型,2013-05-14,至今,7年又152天,109.02%,193.20%,448|560
28,,,,,华安添鑫中短债A,040045,债券型,2012-12-29,2019-04-02,6年又95天,27.19%,48.75%,273|311
29,,,,,华安日日鑫货币A,040038,货币型,2012-11-26,2017-07-24,4年又241天,18.58%,18.10%,39|86
30,,,,,华安日日鑫货币B,040039,货币型,2012-11-26,2017-07-24,4年又241天,19.92%,18.10%,8|86
31,,,,,华安安心收益债券A,040036,债券型,2012-09-07,至今,8年又36天,90.92%,68.82%,44|261
32,,,,,华安安心收益债券B,040037,债券型,2012-09-07,至今,8年又36天,89.84%,68.82%,47|261
33,,,,,华安稳固收益债券C,040019,债券型,2010-12-21,至今,9年又297天,70.78%,69.32%,50|138
34,,,,,益民多利债券,560005,债券型,2008-05-21,2009-07-11,1年又51天,7.99%,9.95%,30|46
35,,,,,益民货币,560001,货币型,2008-04-07,2009-07-11,1年又95天,3.00%,3.51%,45|51
