,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
15,,,,,广发汇安18个月定开债C,004387,定开债券,2017-03-31,至今,3年又195天,16.88%,16.34%,120|285
16,,,,,广发汇富一年定期债券A,004021,定开债券,2017-02-13,至今,3年又241天,17.96%,17.32%,47|120
17,,,,,广发汇富一年定期债券C,004022,定开债券,2017-02-13,至今,3年又241天,16.29%,17.32%,64|120
18,,,,,广发安泽短债债券A,002864,债券型,2017-02-08,2019-04-10,2年又61天,9.99%,9.35%,402|927
19,,,,,广发安泽短债债券C,002865,债券型,2017-02-08,2019-04-10,2年又61天,9.71%,9.35%,440|927
20,,,,,广发汇平一年定开债C,003744,定开债券,2017-01-06,2020-07-24,3年又200天,11.28%,16.08%,107|121
21,,,,,广发新常态混合,002122,混合型,2016-12-12,2017-09-04,266天,11.71%,7.20%,459|2079
22,,,,,广发汇瑞3个月定开债券,003746,定开债券,2016-11-28,2019-04-10,2年又133天,11.83%,8.21%,21|116
23,,,,,广发集丰债券A,002711,债券型,2016-11-09,2019-10-29,2年又354天,8.70%,8.61%,483|848
24,,,,,广发集丰债券C,002712,债券型,2016-11-09,2019-10-29,2年又354天,7.67%,8.61%,540|848
25,,,,,广发安祥回报混合A,003035,混合型,2016-08-19,2018-09-04,2年又16天,9.20%,-1.21%,297|1685
26,,,,,广发安祥回报混合C,003036,混合型,2016-08-19,2018-09-04,2年又16天,4.60%,-1.21%,587|1685
27,,,,,广发安瑞回报混合A,002941,混合型,2016-07-26,2018-08-31,2年又36天,5.60%,-1.40%,524|1588
28,,,,,广发安瑞回报混合C,002942,混合型,2016-07-26,2018-08-31,2年又36天,8.90%,-1.40%,330|1588
29,,,,,广发双债添利债券A,270044,债券型,2015-05-27,至今,5年又139天,30.69%,16.40%,50|506
30,,,,,广发双债添利债券C,270045,债券型,2015-05-27,至今,5年又139天,29.18%,16.40%,67|506
31,,,,,广发安心混合,001260,混合型,2015-05-14,2017-11-03,2年又174天,14.60%,-4.14%,177|891
32,,,,,广发安泰混合,001290,混合型,2015-05-14,2018-08-30,3年又109天,6.80%,-14.07%,205|883
33,,,,,广发聚惠混合A,001206,混合型,2015-04-15,2018-03-14,2年又334天,8.70%,6.79%,378|821
34,,,,,广发聚惠混合C,001207,混合型,2015-04-15,2018-03-14,2年又334天,9.70%,6.79%,365|821
35,,,,,广发成长优选混合,000214,混合型,2015-02-17,至今,5年又238天,48.64%,101.33%,631|800
36,,,,,广发集利一年定开债A,000267,定开债券,2013-08-21,至今,7年又53天,62.01%,52.82%,5|29
37,,,,,广发集利一年定开债C,000268,定开债券,2013-08-21,至今,7年又53天,57.44%,52.82%,13|29
38,,,,,广发聚鑫债券A,000118,债券型,2013-06-05,2015-07-24,2年又49天,69.10%,26.63%,14|374
39,,,,,广发聚鑫债券C,000119,债券型,2013-06-05,2015-07-24,2年又49天,68.52%,26.63%,15|374
40,,,,,广发聚财信用债券A,270029,债券型,2012-03-13,至今,8年又214天,70.38%,73.11%,99|215
41,,,,,广发聚财信用债券B,270030,债券型,2012-03-13,至今,8年又214天,65.33%,73.11%,116|215
42,,,,,广发聚利债券(LOF)A,162712,债券型,2011-08-05,至今,9年又70天,105.65%,76.75%,28|192
