,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
28,,,,,易方达纯债1年定开债A,000111,定开债券,2013-07-30,2015-03-14,1年又227天,11.49%,15.17%,23|32
29,,,,,易方达纯债1年定开债C,000112,定开债券,2013-07-30,2015-03-14,1年又227天,10.86%,15.17%,25|32
30,,,,,易方达信用债债券A,000032,债券型,2013-04-24,至今,7年又172天,42.63%,57.39%,216|322
31,,,,,易方达信用债债券C,000033,债券型,2013-04-24,至今,7年又172天,38.66%,57.39%,248|322
32,,,,,易方达纯债债券A,110037,债券型,2013-04-22,2015-03-14,1年又326天,7.54%,20.91%,304|348
33,,,,,易方达纯债债券C,110038,债券型,2013-04-22,2015-03-14,1年又326天,6.67%,20.91%,316|348
34,,,,,易方达永旭定开债,161117,定开债券,2013-04-22,2015-03-14,1年又326天,14.33%,13.36%,6|17
35,,,,,易方达中债新综指(LOF)A,161119,债券指数,2012-11-08,2014-03-29,1年又141天,0.07%,3.58%,236|282
36,,,,,易方达中债新综指(LOF)C,161120,债券指数,2012-11-08,2014-03-29,1年又141天,-0.07%,3.58%,239|282
37,,,,,易方达稳健收益债券A,110007,债券型,2012-02-29,至今,8年又227天,124.48%,74.69%,12|214
38,,,,,易方达稳健收益债券B,110008,债券型,2012-02-29,至今,8年又227天,130.40%,74.69%,10|214
