,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
49,,,,,博时安誉18个月定开债,002048,定开债券,2015-12-23,2018-03-15,2年又83天,0.73%,5.17%,93|104
50,,,,,博时裕达纯债债券,002198,债券型,2015-12-03,2016-12-27,1年又25天,2.33%,0.51%,223|607
51,,,,,博时裕康纯债债券,002206,债券型,2015-12-03,2016-12-27,1年又25天,-0.14%,0.51%,461|607
52,,,,,博时裕嘉纯债3个月定开债,001545,定开债券,2015-12-02,2016-12-27,1年又26天,1.58%,2.78%,65|90
53,,,,,博时裕坤3个月定开债,002143,定开债券,2015-11-30,2016-12-27,1年又28天,2.21%,2.90%,59|90
54,,,,,博时裕和纯债,002150,债券型,2015-11-27,2016-12-27,1年又31天,1.52%,0.97%,367|621
55,,,,,博时裕丰纯债3个月定开债,002109,定开债券,2015-11-25,2016-12-27,1年又33天,1.75%,2.93%,66|90
56,,,,,博时裕泰纯债债券,001993,债券型,2015-11-19,2016-12-27,1年又39天,5.03%,0.88%,55|603
57,,,,,博时裕晟纯债债券,002008,债券型,2015-11-19,2016-12-27,1年又39天,3.13%,0.88%,188|603
58,,,,,博时裕荣纯债债券,001961,债券型,2015-11-06,2016-12-15,1年又40天,3.85%,0.48%,103|603
59,,,,,博时裕恒纯债债券,001911,债券型,2015-10-23,2016-12-15,1年又54天,3.07%,1.26%,203|599
60,,,,,博时裕盈3个月定开债,001546,定开债券,2015-09-29,2016-12-15,1年又78天,2.97%,4.15%,60|86
61,,,,,博时裕瑞纯债债券,001578,债券型,2015-06-30,2016-12-15,1年又169天,4.09%,2.21%,303|581
62,,,,,博时外服货币,001308,货币型,2015-06-15,2016-07-20,1年又36天,3.29%,2.98%,94|334
63,,,,,博时现金收益货币B,000665,货币型,2015-05-22,2019-02-25,3年又280天,13.10%,12.80%,134|320
64,,,,,博时现金收益货币A,050003,货币型,2015-05-22,2019-02-25,3年又280天,12.08%,12.80%,239|320
65,,,,,博时双月薪定期支付债券,000277,定开债券,2013-10-22,至今,6年又356天,75.09%,50.44%,1|37
66,,,,,博时月月薪定期支付债券,000246,定开债券,2013-07-25,2020-05-13,6年又294天,63.26%,51.46%,3|26
67,,,,,博时岁岁增利一年定开债,000200,定开债券,2013-06-26,2016-12-15,3年又173天,31.29%,29.39%,11|27
68,,,,,博时新机遇混合A,050029,混合型,2013-01-28,2015-09-10,2年又225天,0.00%,0.00%,1|1137
69,,,,,博时理财30天债券B,050129,理财型,2013-01-28,2015-09-10,2年又225天,8.09%,12.71%,26|26
70,,,,,博时安心收益定开债A,050028,定开债券,2012-12-06,2016-12-28,4年又23天,30.05%,28.65%,9|14
71,,,,,博时安心收益定开债C,050128,定开债券,2012-12-06,2016-12-28,4年又23天,28.12%,28.65%,10|14
