,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
27,,,,,工银瑞福纯债债券C,006170,债券型,2018-11-07,至今,1年又339天,4.84%,11.95%,1240|1341
28,,,,,工银目标收益一年定开A,006470,定开债券,2018-09-25,2020-01-09,1年又106天,7.03%,7.05%,101|223
29,,,,,工银瑞祥定开发起式债券,005525,定开债券,2018-06-11,至今,2年又123天,11.32%,11.93%,91|178
30,,,,,工银瑞景定开发起式债券,005772,定开债券,2018-06-07,2019-08-14,1年又68天,5.26%,7.17%,144|180
31,,,,,工银丰实三年定开债券,003931,定开债券,2017-06-27,2020-09-10,3年又76天,9.25%,15.18%,146|157
32,,,,,工银瑞利两年封闭债券,004392,债券型,2017-06-08,2019-05-24,1年又350天,6.87%,8.54%,799|1112
33,,,,,工银目标收益一年定开C,000728,定开债券,2017-05-27,2020-01-09,2年又227天,13.01%,13.50%,180|308
34,,,,,工银纯债定开债,164810,定开债券,2017-05-27,至今,3年又138天,12.34%,16.88%,111|129
35,,,,,工银瑞丰定开纯债,002603,定开债券,2017-04-14,至今,3年又181天,21.46%,16.15%,34|286
36,,,,,工银恒丰纯债债券,003551,债券型,2017-01-24,2018-03-21,1年又56天,3.63%,2.79%,337|995
37,,,,,工银恒泰纯债债券,003705,债券型,2017-01-24,2018-05-04,1年又100天,2.21%,3.21%,723|979
