,姓名,上任日期,经理代号,简介,基金名称,基金代码,基金类型,起始时间,截止时间,任职天数,任职回报,同类平均,同类排名
26,,,,,工银添福债券A,000184,债券型,2015-12-14,2018-08-28,2年又258天,0.55%,3.68%,439|567
27,,,,,工银添福债券B,000185,债券型,2015-12-14,2018-08-28,2年又258天,-0.50%,3.68%,454|567
28,,,,,工银财富货币A,000760,货币型,2015-07-06,2018-02-28,2年又238天,8.14%,8.74%,263|329
29,,,,,工银货币,482002,货币型,2014-09-30,至今,6年又13天,21.15%,20.22%,79|256
30,,,,,工银7天理财债券B,485018,债券型,2013-12-12,2014-06-05,175天,,2.52%,1|3
31,,,,,工银7天理财债券A,485118,债券型,2013-12-12,2014-06-05,175天,,2.52%,2|3
32,,,,,工银安心增利场内货币A,519886,货币型,2013-03-28,2014-12-19,1年又266天,3.49%,7.58%,127|127
33,,,,,工银安心增利场内货币B,519887,货币型,2013-03-28,2014-12-19,1年又266天,2.56%,7.53%,128|128
34,,,,,工银尊益中短债F,485022,债券型,2013-01-28,至今,7年又258天,,0.13%,2015|2394
35,,,,,工银尊益中短债C,485122,债券型,2013-01-28,至今,7年又258天,0.58%,0.43%,1354|2380
36,,,,,工银14天理财债券发起B,485020,债券型,2012-11-13,至今,7年又334天,0.86%,1.23%,783|2302
37,,,,,工银14天理财债券发起A,485120,债券型,2012-11-13,至今,7年又334天,0.73%,1.23%,878|2302
